,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P10172,Kolkata,Duplex,1388,2,2,10,9,5,Fully Furnished,"['Elevator', 'Parking', 'Gym', 'Swimming Pool', 'Power Backup']",3.96,9,44561885.4
P10173,Delhi,Villa,982,2,2,5,27,17,Fully Furnished,"['Wi-Fi', 'Elevator', 'Club House', 'Garden', 'Swimming Pool', 'Parking']",8.3,3,20105799.4
P10174,Chandigarh,Independent House,3253,4,3,5,30,20,Fully Furnished,"['Swimming Pool', 'Gym', 'Parking', 'Elevator', 'Security']",2.58,1,24276869.9
P10175,Hyderabad,Apartment,1437,1,3,4,18,7,Semi Furnished,"['Parking', 'Gym', 'Wi-Fi']",4.82,7,12865439.59
P10176,Mumbai,Duplex,865,4,2,2,12,19,Unfurnished,"['Wi-Fi', 'Parking', 'Garden', 'Power Backup']",2.34,9,27719315.63
P10177,Mumbai,Villa,2607,3,3,12,19,14,Unfurnished,"['Garden', 'Club House', 'Elevator', 'Gym', 'Swimming Pool', 'Power Backup']",3.8,10,43923240.7
P10178,Bangalore,Villa,1297,2,1,6,13,19,Fully Furnished,"['Garden', 'Club House', 'Swimming Pool']",8.55,8,33542053.43
P10179,Ahmedabad,Villa,3487,4,2,20,29,14,Semi Furnished,"['Swimming Pool', 'Gym', 'Power Backup']",7.8,8,8653558.62
P10180,Ahmedabad,Villa,1705,2,4,14,30,16,Semi Furnished,"['Swimming Pool', 'Security', 'Power Backup', 'Elevator', 'Garden']",3.98,7,37035236.63
P10181,Kolkata,Apartment,4694,4,1,9,6,17,Semi Furnished,"['Parking', 'Garden', 'Power Backup']",3.42,10,20016498.04
P10182,Ahmedabad,Studio,4188,3,4,13,9,13,Unfurnished,"['Parking', 'Elevator', 'Garden', 'Gym', 'Security', 'Power Backup']",1.59,7,49977938.94
P10183,Chennai,Villa,1759,1,3,19,23,3,Semi Furnished,"['Elevator', 'Garden', 'Security']",9.52,4,38968893.6
P10184,Ahmedabad,Independent House,1107,3,1,5,30,3,Semi Furnished,"['Club House', 'Swimming Pool', 'Garden', 'Elevator', 'Power Backup', 'Parking']",9.3,6,24322342.87
P10185,Hyderabad,Duplex,2911,3,1,20,27,14,Fully Furnished,"['Club House', 'Power Backup', 'Security', 'Swimming Pool']",4.17,7,10131295.97
P10186,Chandigarh,Penthouse,1229,4,2,11,16,18,Unfurnished,"['Security', 'Club House', 'Wi-Fi', 'Elevator', 'Swimming Pool', 'Parking']",1.48,10,4628775.7
P10187,Kolkata,Penthouse,1400,3,4,13,13,12,Fully Furnished,"['Elevator', 'Gym', 'Wi-Fi', 'Parking', 'Security']",4.92,9,28988757.25
P10188,Delhi,Apartment,877,2,1,14,8,14,Fully Furnished,"['Swimming Pool', 'Club House', 'Parking', 'Power Backup', 'Security', 'Elevator']",1.66,9,28029601.05
P10189,Hyderabad,Villa,781,3,4,5,29,4,Semi Furnished,"['Wi-Fi', 'Elevator', 'Gym', 'Power Backup']",1.81,5,43883183.63
P10190,Pune,Duplex,4713,1,1,15,7,3,Unfurnished,"['Parking', 'Wi-Fi', 'Swimming Pool', 'Power Backup', 'Club House']",5.68,10,39267554.54
P10191,Pune,Villa,1477,2,4,9,23,7,Unfurnished,"['Security', 'Swimming Pool', 'Parking', 'Wi-Fi']",4.95,8,24781707.95
P10192,Jaipur,Duplex,4233,1,3,7,18,15,Semi Furnished,"['Parking', 'Power Backup', 'Security', 'Club House']",5.92,5,14463554.56
P10193,Chandigarh,Independent House,1207,1,1,6,21,14,Unfurnished,"['Power Backup', 'Swimming Pool', 'Wi-Fi', 'Club House', 'Parking', 'Gym']",8.68,3,8606090.87
P10194,Mumbai,Studio,3614,4,2,18,28,14,Unfurnished,"['Garden', 'Gym', 'Swimming Pool', 'Elevator', 'Security', 'Power Backup']",9.91,5,36678054.95
P10195,Hyderabad,Duplex,4792,1,2,18,24,9,Fully Furnished,"['Club House', 'Power Backup', 'Garden', 'Swimming Pool', 'Parking', 'Gym']",0.96,5,41437857.79
P10196,Pune,Penthouse,4187,4,1,15,6,12,Semi Furnished,"['Elevator', 'Garden', 'Swimming Pool', 'Security', 'Power Backup', 'Wi-Fi']",5.33,5,43700976.87
P10197,Pune,Independent House,543,3,3,3,23,6,Semi Furnished,"['Garden', 'Gym', 'Club House', 'Wi-Fi']",5.31,2,22007608.55
P10198,Mumbai,Penthouse,2587,2,2,4,23,13,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Wi-Fi', 'Security', 'Elevator', 'Parking']",5.55,10,45714227.9
P10199,Jaipur,Apartment,2399,3,3,14,11,13,Semi Furnished,"['Security', 'Wi-Fi', 'Club House']",3.35,5,18116577.82
P10200,Mumbai,Penthouse,2990,5,2,16,28,19,Semi Furnished,"['Gym', 'Wi-Fi', 'Security', 'Club House']",7.87,1,27349604.88
P10201,Delhi,Studio,513,5,3,8,5,9,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Swimming Pool', 'Club House', 'Elevator', 'Garden']",4.33,1,43559214.2
P10202,Kolkata,Studio,3879,3,2,3,17,16,Fully Furnished,"['Club House', 'Elevator', 'Garden', 'Parking', 'Gym', 'Power Backup']",9.4,7,41849771.97
P10203,Chennai,Studio,3309,4,3,14,12,19,Unfurnished,"['Club House', 'Parking', 'Wi-Fi', 'Gym']",3.11,6,42634673.26
P10204,Mumbai,Penthouse,3158,4,4,18,7,18,Fully Furnished,"['Parking', 'Gym', 'Power Backup', 'Garden']",8.67,6,7516531.35
P10205,Mumbai,Duplex,1707,5,2,13,29,10,Semi Furnished,"['Elevator', 'Wi-Fi', 'Parking', 'Security', 'Swimming Pool', 'Power Backup']",6.56,7,2418600.08
P10206,Kolkata,Villa,721,1,3,11,26,10,Fully Furnished,"['Elevator', 'Wi-Fi', 'Parking']",9.89,10,47949804.15
P10207,Pune,Duplex,1395,1,2,20,28,14,Unfurnished,"['Elevator', 'Gym', 'Garden', 'Swimming Pool']",5.4,5,14600883.31
P10208,Delhi,Duplex,1323,5,2,6,7,7,Unfurnished,"['Security', 'Swimming Pool', 'Elevator', 'Garden']",3.19,1,40022845.33
P10209,Pune,Independent House,3897,1,3,8,18,16,Unfurnished,"['Club House', 'Security', 'Elevator']",1.33,6,40841143.68
P10210,Pune,Studio,2376,4,2,2,27,1,Unfurnished,"['Power Backup', 'Elevator', 'Security', 'Wi-Fi', 'Swimming Pool', 'Garden']",7.2,6,42444599.06
P10211,Bangalore,Apartment,3982,4,4,18,23,15,Semi Furnished,"['Garden', 'Wi-Fi', 'Security', 'Parking', 'Elevator']",7.26,7,41310489.21
P10212,Mumbai,Apartment,2575,1,4,15,19,8,Fully Furnished,"['Security', 'Gym', 'Garden', 'Power Backup']",2.85,6,25222735.93
P10213,Delhi,Independent House,4033,3,3,10,13,14,Unfurnished,"['Garden', 'Power Backup', 'Swimming Pool']",3.48,3,8279006.57
P10214,Ahmedabad,Studio,3631,4,4,19,29,5,Fully Furnished,"['Club House', 'Power Backup', 'Elevator', 'Gym', 'Wi-Fi']",5.48,7,22737707.38
P10215,Kolkata,Independent House,1222,5,1,4,30,18,Semi Furnished,"['Wi-Fi', 'Club House', 'Garden']",5.59,2,41251117.08
P10216,Kolkata,Penthouse,4593,4,1,9,25,4,Semi Furnished,"['Power Backup', 'Gym', 'Club House', 'Parking', 'Elevator']",6.02,5,43873227.49
P10217,Hyderabad,Villa,1421,4,4,3,26,10,Unfurnished,"['Gym', 'Swimming Pool', 'Elevator', 'Parking', 'Club House']",8.57,9,28305072.82
P10218,Chandigarh,Studio,3513,5,4,19,30,15,Semi Furnished,"['Power Backup', 'Garden', 'Club House', 'Elevator', 'Swimming Pool', 'Wi-Fi']",3.52,9,22839596.06
P10219,Jaipur,Duplex,1285,4,3,6,26,14,Unfurnished,"['Power Backup', 'Club House', 'Security', 'Swimming Pool']",4.99,10,9008336.35
P10220,Hyderabad,Duplex,4049,3,4,10,22,7,Unfurnished,"['Gym', 'Wi-Fi', 'Garden', 'Elevator', 'Swimming Pool', 'Parking']",5.69,5,11625328.1
P10221,Delhi,Duplex,640,1,4,7,23,2,Semi Furnished,"['Wi-Fi', 'Parking', 'Club House', 'Swimming Pool']",6.19,4,16472169.98
P10222,Ahmedabad,Penthouse,4638,2,3,18,20,12,Semi Furnished,"['Gym', 'Garden', 'Parking', 'Security', 'Swimming Pool', 'Elevator']",9.72,1,19740034.16
P10223,Ahmedabad,Studio,3633,2,1,12,25,11,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Garden', 'Parking']",5.88,10,38961047.05
P10224,Jaipur,Studio,4115,4,3,5,8,13,Semi Furnished,"['Gym', 'Parking', 'Security', 'Garden']",8.68,5,32966226.64
P10225,Pune,Independent House,961,4,3,15,17,13,Semi Furnished,"['Power Backup', 'Parking', 'Wi-Fi']",8.23,2,42377166.44
P10226,Chennai,Studio,4692,4,3,11,9,5,Fully Furnished,"['Power Backup', 'Gym', 'Elevator', 'Security', 'Swimming Pool']",0.7,10,3573782.72
P10227,Jaipur,Apartment,2692,5,1,18,17,18,Fully Furnished,"['Wi-Fi', 'Garden', 'Parking']",2.51,10,35682254.63
P10228,Chennai,Studio,2137,2,4,2,29,18,Unfurnished,"['Garden', 'Parking', 'Wi-Fi', 'Club House']",5.98,9,10566909.23
P10229,Kolkata,Apartment,4416,4,4,13,30,17,Fully Furnished,"['Club House', 'Garden', 'Power Backup', 'Swimming Pool']",9.36,10,9956150.27
P10230,Mumbai,Apartment,1079,1,4,15,6,17,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Gym', 'Wi-Fi', 'Elevator']",1.42,10,33199522.07
P10231,Chandigarh,Duplex,2651,4,3,5,13,20,Fully Furnished,"['Swimming Pool', 'Elevator', 'Garden', 'Wi-Fi', 'Club House', 'Parking']",1.74,2,35800199.99
P10232,Pune,Apartment,1183,5,2,8,30,19,Semi Furnished,"['Swimming Pool', 'Gym', 'Elevator', 'Wi-Fi']",1.5,10,14701064.03
P10233,Kolkata,Duplex,4532,5,3,10,5,20,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Parking', 'Power Backup']",8.15,1,15259384.91
P10234,Hyderabad,Studio,2711,3,1,17,6,7,Unfurnished,"['Parking', 'Garden', 'Wi-Fi', 'Elevator', 'Gym']",1.47,7,32691464.3
P10235,Bangalore,Villa,2970,1,4,8,27,1,Unfurnished,"['Elevator', 'Gym', 'Parking']",9.96,8,35234337.29
P10236,Kolkata,Studio,3099,2,4,12,29,7,Fully Furnished,"['Security', 'Elevator', 'Gym']",3.71,1,23286717.7
P10237,Hyderabad,Duplex,1020,1,1,4,13,19,Unfurnished,"['Security', 'Gym', 'Garden', 'Club House', 'Elevator', 'Power Backup']",7.09,6,3163906.74
P10238,Delhi,Penthouse,2621,4,3,2,9,7,Unfurnished,"['Gym', 'Security', 'Club House', 'Swimming Pool']",4.81,7,842935.73
P10239,Pune,Penthouse,3212,4,4,18,16,0,Fully Furnished,"['Power Backup', 'Gym', 'Swimming Pool', 'Garden', 'Wi-Fi']",5.16,9,18090895.17
P10240,Chennai,Duplex,2395,4,3,14,18,3,Semi Furnished,"['Gym', 'Parking', 'Power Backup', 'Wi-Fi', 'Elevator', 'Club House']",1.42,4,16650996.64
P10241,Hyderabad,Villa,989,2,4,10,18,14,Semi Furnished,"['Elevator', 'Club House', 'Garden']",6.81,7,48944896.12
P10242,Delhi,Duplex,1061,3,2,14,7,2,Unfurnished,"['Parking', 'Gym', 'Swimming Pool']",9.72,1,20514312.43
P10243,Pune,Penthouse,3888,4,4,6,8,2,Semi Furnished,"['Wi-Fi', 'Security', 'Elevator', 'Club House', 'Gym']",3.7,10,32967425.74
P10244,Pune,Independent House,707,4,4,17,22,20,Fully Furnished,"['Swimming Pool', 'Club House', 'Wi-Fi', 'Garden']",7.2,8,5192854.69
P10245,Ahmedabad,Penthouse,1694,3,2,17,22,0,Unfurnished,"['Club House', 'Wi-Fi', 'Power Backup', 'Security', 'Swimming Pool']",1.52,9,31750922.18
P10246,Bangalore,Duplex,823,2,4,19,9,3,Fully Furnished,"['Garden', 'Parking', 'Club House', 'Wi-Fi', 'Elevator']",5.57,5,11577923.39
P10247,Kolkata,Apartment,506,5,1,5,15,8,Semi Furnished,"['Power Backup', 'Garden', 'Security', 'Club House', 'Gym']",0.67,1,34960286.37
P10248,Hyderabad,Penthouse,3011,5,4,4,25,19,Unfurnished,"['Power Backup', 'Gym', 'Elevator', 'Parking']",6.57,10,25975894.47
P10249,Kolkata,Apartment,1964,4,4,12,16,20,Unfurnished,"['Elevator', 'Garden', 'Swimming Pool', 'Gym', 'Parking', 'Security']",3.01,8,30668750.04
P10250,Kolkata,Penthouse,1044,2,2,17,30,14,Unfurnished,"['Club House', 'Security', 'Gym', 'Parking']",0.9,8,46350449.37
P10251,Chennai,Penthouse,1532,3,4,3,8,5,Semi Furnished,"['Swimming Pool', 'Wi-Fi', 'Gym']",8.13,10,5718439.75
P10252,Hyderabad,Apartment,1247,5,4,15,28,10,Unfurnished,"['Club House', 'Garden', 'Swimming Pool', 'Wi-Fi']",7.36,10,49531417.64
P10253,Jaipur,Studio,2993,2,3,6,13,5,Fully Furnished,"['Swimming Pool', 'Garden', 'Gym', 'Parking']",2.66,1,598906.28
P10254,Kolkata,Penthouse,1372,4,2,14,15,8,Unfurnished,"['Club House', 'Elevator', 'Power Backup', 'Security', 'Garden', 'Parking']",9.38,5,11002551.96
P10255,Bangalore,Studio,3386,1,4,18,16,11,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Gym', 'Security', 'Parking']",1.95,1,2405124.94
P10256,Hyderabad,Apartment,4431,5,3,20,17,9,Fully Furnished,"['Wi-Fi', 'Elevator', 'Club House']",0.75,4,48482870.36
P10257,Ahmedabad,Independent House,1746,3,4,9,17,18,Semi Furnished,"['Club House', 'Parking', 'Power Backup', 'Wi-Fi']",8.67,5,30917059.81
P10258,Delhi,Penthouse,983,2,1,4,13,8,Semi Furnished,"['Garden', 'Wi-Fi', 'Power Backup', 'Security', 'Swimming Pool']",8.76,6,48874222.35
P10259,Pune,Independent House,1190,4,3,12,15,7,Semi Furnished,"['Swimming Pool', 'Garden', 'Club House']",9.53,2,1555513.42
P10260,Ahmedabad,Penthouse,3525,1,3,10,26,11,Unfurnished,"['Wi-Fi', 'Parking', 'Swimming Pool', 'Power Backup', 'Elevator']",4.5,6,28341141.62
P10261,Chandigarh,Apartment,1190,1,3,12,25,7,Fully Furnished,"['Power Backup', 'Garden', 'Elevator', 'Gym', 'Parking', 'Security']",6.99,2,23582430
P10262,Ahmedabad,Studio,4764,4,2,13,6,13,Semi Furnished,"['Swimming Pool', 'Club House', 'Parking']",3.93,9,32782164.2
P10263,Chandigarh,Villa,1813,2,2,13,27,11,Semi Furnished,"['Security', 'Gym', 'Garden', 'Swimming Pool', 'Elevator']",3.57,2,49003809.27
P10264,Pune,Studio,4785,2,3,9,13,17,Unfurnished,"['Swimming Pool', 'Garden', 'Wi-Fi']",9.97,7,40057494.45
P10265,Ahmedabad,Villa,1760,5,2,1,29,17,Semi Furnished,"['Power Backup', 'Elevator', 'Club House', 'Security', 'Wi-Fi', 'Garden']",6.48,7,9117738.65
P10266,Pune,Duplex,1285,1,4,15,20,8,Unfurnished,"['Club House', 'Gym', 'Power Backup']",6.46,3,45655386.24
P10267,Bangalore,Duplex,4687,5,4,15,6,4,Unfurnished,"['Gym', 'Security', 'Club House', 'Wi-Fi', 'Garden']",6.42,8,38729659.37
P10268,Hyderabad,Duplex,1024,1,1,3,21,5,Semi Furnished,"['Gym', 'Garden', 'Elevator']",1.96,4,49907680.21
P10269,Chandigarh,Penthouse,3433,1,1,3,5,16,Semi Furnished,"['Security', 'Club House', 'Elevator', 'Power Backup']",7.68,4,40284963.02
P10270,Pune,Studio,3931,3,4,2,30,16,Fully Furnished,"['Gym', 'Club House', 'Elevator']",6.09,7,5690646.1
P10271,Delhi,Independent House,4783,2,3,16,27,12,Unfurnished,"['Gym', 'Garden', 'Parking', 'Wi-Fi']",8.39,9,25871207.35
P10272,Kolkata,Apartment,2563,2,2,11,24,1,Semi Furnished,"['Gym', 'Elevator', 'Power Backup', 'Garden']",6.25,1,32593044.73
P10273,Kolkata,Duplex,4151,5,4,13,15,14,Unfurnished,"['Security', 'Swimming Pool', 'Club House', 'Garden', 'Elevator', 'Gym']",5.59,2,12911253.19
P10274,Delhi,Independent House,3209,3,1,16,20,19,Fully Furnished,"['Elevator', 'Gym', 'Club House', 'Garden', 'Power Backup']",6.59,4,25641045.79
P10275,Pune,Studio,4825,2,2,10,5,5,Semi Furnished,"['Club House', 'Gym', 'Wi-Fi']",0.88,3,45317710.39
P10276,Pune,Penthouse,4703,2,4,6,17,18,Semi Furnished,"['Parking', 'Club House', 'Wi-Fi', 'Security', 'Garden']",9.55,1,26816297.67
P10277,Mumbai,Duplex,3538,5,4,5,28,16,Unfurnished,"['Gym', 'Security', 'Power Backup', 'Elevator', 'Wi-Fi', 'Garden']",4.43,4,23265127.13
P10278,Kolkata,Independent House,3412,1,4,17,21,15,Unfurnished,"['Security', 'Gym', 'Club House']",1.01,1,35008203.61
P10279,Jaipur,Independent House,3343,3,1,4,13,1,Semi Furnished,"['Parking', 'Gym', 'Security', 'Power Backup', 'Club House']",1.81,4,32904163.36
P10280,Ahmedabad,Duplex,1892,4,2,16,11,4,Semi Furnished,"['Security', 'Wi-Fi', 'Gym']",5.85,6,40227267.71
P10281,Hyderabad,Studio,2586,5,1,20,11,16,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Security']",7.18,5,26682817.64
P10282,Kolkata,Apartment,1564,3,2,19,14,1,Unfurnished,"['Garden', 'Gym', 'Swimming Pool']",6.6,3,17926845.55
P10283,Pune,Independent House,3938,3,2,20,8,7,Fully Furnished,"['Gym', 'Elevator', 'Wi-Fi', 'Power Backup']",5.09,7,40622755.39
P10284,Mumbai,Villa,1933,3,4,6,7,7,Semi Furnished,"['Wi-Fi', 'Security', 'Power Backup', 'Elevator']",2.18,5,1247553.81
P10285,Mumbai,Independent House,931,3,2,3,20,3,Unfurnished,"['Club House', 'Garden', 'Power Backup', 'Parking']",4.8,2,32196922.27
P10286,Kolkata,Villa,3267,1,1,4,5,4,Unfurnished,"['Elevator', 'Wi-Fi', 'Gym']",3.52,8,14905341.71
P10287,Mumbai,Villa,1579,5,3,6,30,8,Fully Furnished,"['Power Backup', 'Garden', 'Parking', 'Swimming Pool']",2.37,9,30899709.1
P10288,Hyderabad,Studio,3216,5,1,2,8,2,Unfurnished,"['Swimming Pool', 'Power Backup', 'Gym', 'Garden', 'Club House']",2.01,8,31638391.5
P10289,Pune,Villa,2964,2,3,18,26,12,Fully Furnished,"['Wi-Fi', 'Swimming Pool', 'Club House', 'Power Backup', 'Elevator', 'Gym']",2.62,7,28930378.8
P10290,Pune,Apartment,4058,4,4,5,23,5,Fully Furnished,"['Elevator', 'Club House', 'Power Backup']",9.06,10,46891590.91
P10291,Delhi,Duplex,2466,2,1,11,28,3,Fully Furnished,"['Swimming Pool', 'Elevator', 'Security', 'Power Backup', 'Garden']",9.75,2,33869478.3
P10292,Delhi,Independent House,4961,5,1,13,30,0,Unfurnished,"['Wi-Fi', 'Club House', 'Gym', 'Parking']",2.78,7,18317973.03
P10293,Chennai,Independent House,3168,1,2,9,25,0,Semi Furnished,"['Elevator', 'Swimming Pool', 'Club House']",3.41,10,39261297.06
P10294,Jaipur,Apartment,1784,2,1,15,6,14,Unfurnished,"['Elevator', 'Garden', 'Security', 'Power Backup']",0.71,1,16032352.51
P10295,Mumbai,Penthouse,1332,3,2,14,14,6,Unfurnished,"['Garden', 'Swimming Pool', 'Elevator', 'Power Backup']",1.6,1,5160488.33
P10296,Chandigarh,Villa,2241,4,1,16,17,12,Unfurnished,"['Swimming Pool', 'Power Backup', 'Security', 'Gym']",3.77,3,36558958.66
P10297,Ahmedabad,Duplex,2888,4,1,12,11,16,Semi Furnished,"['Parking', 'Gym', 'Garden']",6.95,3,25689850.16
P10298,Chennai,Apartment,579,2,3,5,17,0,Unfurnished,"['Parking', 'Power Backup', 'Elevator']",6.37,2,3882413.86
P10299,Pune,Studio,4029,4,2,12,16,7,Fully Furnished,"['Gym', 'Swimming Pool', 'Garden', 'Security']",2.27,2,35481690.42
P10300,Bangalore,Independent House,2799,5,1,17,25,19,Unfurnished,"['Parking', 'Wi-Fi', 'Security', 'Gym', 'Elevator']",6.2,3,3106863.93
P10301,Chennai,Villa,995,3,1,9,8,4,Semi Furnished,"['Garden', 'Power Backup', 'Elevator', 'Wi-Fi', 'Club House']",8.89,1,37937887.1
P10302,Chennai,Duplex,1585,2,1,9,10,5,Unfurnished,"['Wi-Fi', 'Power Backup', 'Parking', 'Garden']",3.73,4,14366421.5
P10303,Jaipur,Villa,3728,3,4,18,14,9,Fully Furnished,"['Swimming Pool', 'Club House', 'Wi-Fi', 'Power Backup', 'Security', 'Parking']",8.23,4,6072202.15
P10304,Chandigarh,Penthouse,1884,4,3,16,17,10,Semi Furnished,"['Elevator', 'Club House', 'Gym', 'Power Backup', 'Wi-Fi', 'Garden']",0.61,1,46991487.65
P10305,Jaipur,Villa,769,5,3,2,7,0,Semi Furnished,"['Security', 'Elevator', 'Power Backup', 'Swimming Pool', 'Wi-Fi']",5.15,1,39863003.41
P10306,Pune,Apartment,4314,5,3,9,12,19,Unfurnished,"['Gym', 'Parking', 'Power Backup']",8.88,3,35454840.68
P10307,Jaipur,Villa,818,1,3,2,20,16,Fully Furnished,"['Security', 'Garden', 'Swimming Pool']",5.4,2,44340313.14
P10308,Hyderabad,Penthouse,4000,3,1,9,7,8,Unfurnished,"['Swimming Pool', 'Power Backup', 'Wi-Fi', 'Garden']",8.43,8,27052251.74
P10309,Mumbai,Duplex,3101,4,4,7,5,4,Unfurnished,"['Wi-Fi', 'Garden', 'Swimming Pool', 'Elevator', 'Security']",1.86,4,40149625.92
P10310,Jaipur,Independent House,1035,1,1,18,24,20,Semi Furnished,"['Parking', 'Wi-Fi', 'Power Backup', 'Club House', 'Gym']",7.49,2,43269730.35
P10311,Mumbai,Independent House,2785,2,3,14,22,14,Unfurnished,"['Swimming Pool', 'Club House', 'Elevator', 'Power Backup', 'Garden']",7.27,10,27841739.61
P10312,Kolkata,Independent House,655,1,3,9,17,16,Semi Furnished,"['Wi-Fi', 'Power Backup', 'Gym', 'Garden', 'Security']",2.08,4,2503516.85
P10313,Chennai,Studio,1795,4,3,14,22,20,Fully Furnished,"['Power Backup', 'Club House', 'Security', 'Gym']",9.15,1,18978840.73
P10314,Hyderabad,Studio,710,3,2,19,5,11,Fully Furnished,"['Gym', 'Parking', 'Elevator', 'Power Backup']",5.38,9,7346476.3
P10315,Mumbai,Independent House,2563,3,3,19,24,17,Unfurnished,"['Garden', 'Wi-Fi', 'Gym', 'Swimming Pool']",7.72,4,39704984.09
P10316,Delhi,Villa,2956,1,2,5,18,1,Unfurnished,"['Elevator', 'Swimming Pool', 'Power Backup', 'Garden', 'Gym']",8.36,9,49346832.22
P10317,Chennai,Penthouse,1660,2,2,7,28,17,Fully Furnished,"['Swimming Pool', 'Security', 'Garden', 'Gym', 'Parking', 'Power Backup']",8.26,7,37062385.9
P10318,Chandigarh,Villa,2814,5,2,1,10,3,Semi Furnished,"['Gym', 'Garden', 'Parking', 'Power Backup', 'Elevator', 'Wi-Fi']",3.65,7,32622353.97
P10319,Mumbai,Penthouse,2292,1,4,8,15,8,Unfurnished,"['Elevator', 'Power Backup', 'Wi-Fi', 'Gym', 'Garden', 'Club House']",5.07,10,40922204.53
P10320,Chandigarh,Apartment,2817,4,1,16,29,10,Semi Furnished,"['Garden', 'Swimming Pool', 'Security', 'Wi-Fi']",4.01,9,39504064.04
P10321,Jaipur,Apartment,3768,2,2,19,14,19,Semi Furnished,"['Gym', 'Club House', 'Garden', 'Security']",1.71,2,48126540.19
P10322,Kolkata,Duplex,2388,4,4,16,25,15,Semi Furnished,"['Gym', 'Wi-Fi', 'Garden', 'Power Backup']",6.67,2,1378117.9
P10323,Mumbai,Penthouse,2232,4,2,11,16,4,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Gym']",7.4,8,37255555.53
P10324,Chandigarh,Studio,1950,4,4,2,11,3,Unfurnished,"['Power Backup', 'Parking', 'Garden', 'Wi-Fi', 'Elevator']",0.69,3,8803865.27
P10325,Ahmedabad,Penthouse,916,2,4,5,11,1,Semi Furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Elevator', 'Garden']",6.3,4,42319136.27
P10326,Jaipur,Villa,4546,5,1,13,5,5,Fully Furnished,"['Parking', 'Gym', 'Swimming Pool', 'Wi-Fi']",3.07,7,48439669.46
P10327,Ahmedabad,Duplex,2960,4,1,19,28,12,Unfurnished,"['Parking', 'Garden', 'Swimming Pool', 'Power Backup']",5.5,10,3928137.37
P10328,Jaipur,Independent House,856,4,3,17,9,19,Fully Furnished,"['Wi-Fi', 'Parking', 'Security', 'Gym']",8.77,5,21093451.4
P10329,Chennai,Apartment,1032,2,2,19,20,0,Fully Furnished,"['Power Backup', 'Parking', 'Swimming Pool', 'Club House', 'Gym', 'Elevator']",8.25,3,8979142.48
P10330,Pune,Studio,4883,2,2,4,10,17,Fully Furnished,"['Swimming Pool', 'Gym', 'Garden']",4.06,10,36747293.89
P10331,Bangalore,Apartment,633,4,1,14,17,0,Fully Furnished,"['Gym', 'Security', 'Power Backup', 'Swimming Pool']",2.25,5,25633331.25
P10332,Jaipur,Apartment,3033,4,4,15,28,2,Fully Furnished,"['Swimming Pool', 'Gym', 'Wi-Fi']",9.81,10,7096057.95
P10333,Mumbai,Apartment,3902,3,4,17,17,10,Semi Furnished,"['Wi-Fi', 'Parking', 'Garden']",2.21,9,21105059.66
P10334,Hyderabad,Studio,1884,3,2,15,30,15,Semi Furnished,"['Wi-Fi', 'Security', 'Garden', 'Parking', 'Club House', 'Gym']",7.06,10,31959316.37
P10335,Ahmedabad,Studio,4996,2,2,6,25,0,Fully Furnished,"['Elevator', 'Garden', 'Gym', 'Power Backup']",8.07,3,35940700.03
P10336,Hyderabad,Penthouse,4766,5,2,1,30,0,Unfurnished,"['Elevator', 'Wi-Fi', 'Parking']",2.93,7,29299297.82
P10337,Hyderabad,Duplex,3060,3,4,20,13,6,Fully Furnished,"['Power Backup', 'Gym', 'Wi-Fi', 'Club House', 'Swimming Pool', 'Parking']",4.12,4,17340675.79
P10338,Delhi,Villa,4427,4,2,13,20,18,Fully Furnished,"['Elevator', 'Security', 'Gym']",3.85,5,18662868.48
P10339,Mumbai,Penthouse,4757,2,4,5,28,8,Semi Furnished,"['Swimming Pool', 'Wi-Fi', 'Parking', 'Garden', 'Elevator', 'Gym']",1.18,3,48495448.56
