X,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P13867,Chennai,Independent House,745,2,2,12,28,7,Semi Furnished,"['Club House', 'Power Backup', 'Security']",2.72,4,27165905.83
P86766,Jaipur,Penthouse,4326,4,2,14,9,12,Unfurnished,"['Club House', 'Garden', 'Parking']",1.81,3,8772624.01
P86693,Pune,Apartment,1699,5,1,2,17,13,Unfurnished,"['Gym', 'Garden', 'Security']",2.78,2,20579118.92
P86869,Mumbai,Penthouse,3175,4,1,10,18,14,Semi Furnished,"['Club House', 'Elevator', 'Security', 'Garden', 'Power Backup']",2.08,9,46123783.12
P107190,Hyderabad,Apartment,4194,2,1,1,7,7,Semi Furnished,"['Wi-Fi', 'Security', 'Parking', 'Power Backup', 'Elevator', 'Club House']",8.66,1,32893436.6
P63698,Kolkata,Independent House,2975,3,1,19,28,3,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Swimming Pool']",4.85,1,46143546.54
P76922,Bangalore,Studio,4964,2,4,10,26,10,Unfurnished,"['Elevator', 'Power Backup', 'Wi-Fi', 'Gym', 'Parking', 'Club House']",6.97,8,21236550.68
P103442,Delhi,Penthouse,3680,4,2,17,17,11,Semi Furnished,"['Wi-Fi', 'Gym', 'Power Backup', 'Club House', 'Elevator', 'Security']",3.22,4,46547047.92
P98769,Chandigarh,Independent House,4344,3,4,1,18,8,Fully Furnished,"['Garden', 'Club House', 'Elevator', 'Security']",7.95,10,17697202.01
P96294,Kolkata,Studio,4609,4,3,12,7,15,Semi Furnished,"['Power Backup', 'Elevator', 'Club House', 'Garden']",2.42,7,47746211.71
P98918,Bangalore,Independent House,2808,3,3,6,25,18,Semi Furnished,"['Swimming Pool', 'Gym', 'Garden', 'Wi-Fi', 'Elevator']",2.92,4,23448377.98
P38895,Chennai,Duplex,3376,5,1,16,22,18,Unfurnished,"['Elevator', 'Wi-Fi', 'Swimming Pool']",7.51,6,9148579.46
P33795,Chandigarh,Studio,1161,5,2,8,26,6,Unfurnished,"['Wi-Fi', 'Gym', 'Club House']",5.3,3,21035128.08
P16682,Ahmedabad,Duplex,1081,4,2,11,30,20,Unfurnished,"['Security', 'Elevator', 'Parking', 'Gym', 'Wi-Fi']",7.76,5,26525242.82
P39206,Bangalore,Apartment,1650,2,1,14,8,1,Unfurnished,"['Wi-Fi', 'Garden', 'Elevator', 'Security', 'Power Backup']",9.16,7,8004648.82
P20388,Jaipur,Independent House,2556,5,2,13,13,0,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Gym', 'Security', 'Club House', 'Wi-Fi']",7.81,9,17699790.87
P94854,Chennai,Apartment,1145,3,3,17,13,5,Unfurnished,"['Security', 'Wi-Fi', 'Garden', 'Swimming Pool', 'Power Backup']",2.29,5,20103884.66
P67705,Kolkata,Independent House,904,3,2,2,14,19,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Wi-Fi', 'Club House', 'Garden', 'Security']",2.95,8,43726998.7
P53533,Delhi,Independent House,4375,2,1,3,17,13,Fully Furnished,"['Wi-Fi', 'Club House', 'Gym']",7.92,2,18030563.29
P26109,Chandigarh,Independent House,2297,2,3,20,20,19,Fully Furnished,"['Garden', 'Wi-Fi', 'Security', 'Gym', 'Power Backup', 'Elevator']",3.55,10,30017570.94
P70175,Hyderabad,Duplex,2053,4,1,10,27,19,Fully Furnished,"['Club House', 'Garden', 'Swimming Pool', 'Wi-Fi', 'Parking']",1.32,8,41825696.61
P53989,Chennai,Studio,1299,3,2,3,24,13,Semi Furnished,"['Parking', 'Gym', 'Security', 'Power Backup', 'Garden', 'Swimming Pool']",3.08,7,45015929.54
P31918,Pune,Independent House,2541,3,2,2,9,0,Fully Furnished,"['Club House', 'Gym', 'Parking', 'Security', 'Garden', 'Wi-Fi']",7.7,4,49476209.05
P101965,Jaipur,Independent House,742,2,1,12,26,12,Fully Furnished,"['Gym', 'Wi-Fi', 'Swimming Pool', 'Club House', 'Garden']",2.64,2,18820503.64
P79848,Chennai,Studio,4406,5,2,15,11,1,Unfurnished,"['Club House', 'Elevator', 'Garden']",4.31,5,14434285.56
P76254,Delhi,Apartment,3078,3,4,8,29,8,Semi Furnished,"['Security', 'Gym', 'Power Backup', 'Swimming Pool', 'Parking', 'Garden']",5.94,6,44732363.91
P69811,Delhi,Villa,2357,3,4,13,29,4,Unfurnished,"['Wi-Fi', 'Security', 'Garden', 'Power Backup']",5.48,2,45204798.6
P59193,Chandigarh,Penthouse,3904,3,4,6,19,17,Fully Furnished,"['Gym', 'Parking', 'Security', 'Elevator', 'Power Backup']",4.36,10,21402749.09
P76962,Pune,Duplex,1573,5,4,12,30,20,Unfurnished,"['Swimming Pool', 'Club House', 'Security']",7.79,10,3831386.59
P33796,Ahmedabad,Penthouse,2070,4,1,1,22,3,Fully Furnished,"['Club House', 'Power Backup', 'Garden', 'Wi-Fi']",5.7,8,46899911.99
P33004,Mumbai,Apartment,1104,3,4,6,7,4,Unfurnished,"['Security', 'Parking', 'Elevator', 'Gym', 'Swimming Pool', 'Wi-Fi']",6.89,9,37055554.18
P92227,Delhi,Apartment,3093,1,2,15,25,4,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Parking']",1.23,3,27561431.69
P74364,Pune,Independent House,1043,4,1,2,28,8,Unfurnished,"['Parking', 'Wi-Fi', 'Elevator', 'Swimming Pool']",5.06,6,24795377.76
P28789,Bangalore,Apartment,3877,1,1,15,8,0,Unfurnished,"['Club House', 'Gym', 'Power Backup', 'Elevator', 'Security', 'Swimming Pool']",4.13,3,11280962.01
P18285,Ahmedabad,Apartment,1366,4,4,1,28,1,Fully Furnished,"['Swimming Pool', 'Garden', 'Club House', 'Parking', 'Elevator']",8.47,1,27865180.22
P87079,Chandigarh,Apartment,4331,2,1,13,19,0,Unfurnished,"['Garden', 'Power Backup', 'Club House', 'Gym']",8.81,8,30002373.22
P29080,Mumbai,Studio,1885,4,1,17,8,2,Unfurnished,"['Garden', 'Elevator', 'Swimming Pool', 'Gym', 'Wi-Fi', 'Power Backup']",6.19,2,32496235.86
P36490,Bangalore,Independent House,4264,3,4,3,10,18,Fully Furnished,"['Garden', 'Wi-Fi', 'Gym', 'Swimming Pool']",3.25,8,38025166.58
P89845,Pune,Apartment,4143,4,4,4,15,20,Unfurnished,"['Garden', 'Gym', 'Elevator', 'Parking', 'Wi-Fi', 'Swimming Pool']",4.57,6,3326493.1
P29858,Kolkata,Apartment,2163,5,4,2,30,18,Unfurnished,"['Elevator', 'Power Backup', 'Garden', 'Parking']",6.16,4,10664157.62
P55354,Pune,Duplex,2028,5,1,7,26,5,Unfurnished,"['Elevator', 'Wi-Fi', 'Gym']",9.75,8,33631970.81
P94351,Mumbai,Studio,3423,5,3,1,22,7,Semi Furnished,"['Swimming Pool', 'Elevator', 'Gym', 'Garden', 'Club House', 'Parking']",3.42,8,37059324.16
P86442,Ahmedabad,Studio,3632,3,4,20,18,16,Semi Furnished,"['Garden', 'Club House', 'Parking']",1.17,6,39636395.82
P10069,Ahmedabad,Villa,3093,2,2,6,16,13,Unfurnished,"['Swimming Pool', 'Security', 'Wi-Fi']",3.78,8,31698858.16
P29632,Pune,Villa,818,2,2,7,15,11,Fully Furnished,"['Gym', 'Security', 'Parking', 'Elevator']",1.29,9,42467725.74
P42921,Bangalore,Studio,3415,1,3,16,28,15,Fully Furnished,"['Power Backup', 'Elevator', 'Garden', 'Parking', 'Security']",8.15,5,19727814.8
P79549,Bangalore,Apartment,3569,4,1,19,14,10,Semi Furnished,"['Gym', 'Parking', 'Garden', 'Security']",4.99,7,40953227.01
P69296,Mumbai,Studio,789,2,4,11,9,5,Unfurnished,"['Garden', 'Parking', 'Security']",5.06,1,20861406.21
P39699,Chandigarh,Apartment,1707,2,2,10,13,2,Fully Furnished,"['Garden', 'Elevator', 'Security']",7.06,5,33328677.74
P61959,Ahmedabad,Duplex,2491,4,1,13,30,4,Fully Furnished,"['Swimming Pool', 'Elevator', 'Gym', 'Wi-Fi', 'Parking']",1.35,1,26003575.68
P83469,Delhi,Studio,2570,3,2,16,29,5,Fully Furnished,"['Club House', 'Security', 'Power Backup', 'Gym', 'Garden', 'Swimming Pool']",3.41,2,4988041.01
P15783,Mumbai,Apartment,2651,3,3,3,6,16,Fully Furnished,"['Swimming Pool', 'Garden', 'Power Backup']",9.9,9,45976998.19
P89677,Delhi,Penthouse,4048,5,1,11,12,4,Unfurnished,"['Gym', 'Garden', 'Power Backup', 'Club House', 'Parking', 'Swimming Pool']",6.85,6,36684725.17
P60929,Ahmedabad,Villa,3202,5,4,1,17,18,Unfurnished,"['Garden', 'Gym', 'Wi-Fi', 'Parking', 'Club House']",9.6,6,20544954.65
P75550,Chandigarh,Duplex,2323,4,3,16,8,4,Semi Furnished,"['Swimming Pool', 'Gym', 'Elevator']",2.9,5,18769381.68
P77145,Mumbai,Penthouse,3352,4,2,8,6,14,Semi Furnished,"['Gym', 'Elevator', 'Club House', 'Security']",5.65,9,11290654.74
P45346,Pune,Villa,2445,5,2,18,9,4,Fully Furnished,"['Parking', 'Power Backup', 'Wi-Fi', 'Gym', 'Garden']",7,2,6121479.28
P71110,Kolkata,Apartment,1253,4,3,6,18,7,Fully Furnished,"['Gym', 'Power Backup', 'Elevator', 'Swimming Pool', 'Club House', 'Garden']",6.71,8,43733876.43
P12893,Jaipur,Studio,2321,4,2,2,19,6,Fully Furnished,"['Swimming Pool', 'Gym', 'Power Backup']",3.55,6,38825785.4
P33120,Delhi,Penthouse,1544,5,4,16,28,0,Semi Furnished,"['Power Backup', 'Elevator', 'Gym', 'Parking', 'Wi-Fi']",1.76,3,32971141.23
P26087,Ahmedabad,Villa,2341,2,3,16,6,9,Fully Furnished,"['Security', 'Gym', 'Club House', 'Garden', 'Power Backup', 'Elevator']",3.52,3,14019466.37
P15879,Pune,Independent House,2849,4,2,19,12,2,Fully Furnished,"['Security', 'Garden', 'Elevator', 'Gym', 'Club House']",9.61,7,38464530.06
P30136,Bangalore,Villa,1108,4,2,12,5,0,Unfurnished,"['Club House', 'Parking', 'Security', 'Elevator', 'Wi-Fi']",1.8,1,17538282.99
P63334,Mumbai,Apartment,3147,1,4,16,9,18,Fully Furnished,"['Power Backup', 'Club House', 'Wi-Fi', 'Gym', 'Elevator']",4.96,8,11396391.91
P24125,Kolkata,Duplex,3067,5,3,16,19,17,Unfurnished,"['Swimming Pool', 'Wi-Fi', 'Gym', 'Security']",3.1,5,33890965.53
P96159,Pune,Studio,895,5,1,16,8,9,Fully Furnished,"['Wi-Fi', 'Security', 'Club House', 'Garden']",7.86,8,9159907.36
P63100,Hyderabad,Studio,4273,4,1,5,27,5,Unfurnished,"['Parking', 'Elevator', 'Wi-Fi', 'Garden', 'Swimming Pool', 'Power Backup']",6.71,7,19125316.33
P24298,Chennai,Duplex,1550,3,3,9,23,15,Unfurnished,"['Parking', 'Power Backup', 'Elevator', 'Wi-Fi']",7.34,8,49929071.24
P54421,Mumbai,Duplex,934,1,2,4,6,6,Fully Furnished,"['Club House', 'Gym', 'Power Backup', 'Wi-Fi']",2.57,3,6129181.11
P66413,Bangalore,Independent House,4984,3,3,16,17,11,Semi Furnished,"['Gym', 'Power Backup', 'Security', 'Club House', 'Parking']",7.43,8,48310020.43
P26232,Chandigarh,Penthouse,3772,2,4,1,17,13,Fully Furnished,"['Security', 'Elevator', 'Swimming Pool', 'Power Backup', 'Wi-Fi', 'Parking']",1.71,4,41451677.43
P43298,Kolkata,Penthouse,996,1,1,19,15,0,Semi Furnished,"['Gym', 'Wi-Fi', 'Garden', 'Club House']",6.56,8,46774260.26
P44843,Chandigarh,Penthouse,4469,2,4,13,13,6,Fully Furnished,"['Gym', 'Swimming Pool', 'Garden', 'Parking', 'Elevator']",9.18,7,47786312.86
P14447,Ahmedabad,Apartment,1144,3,2,10,12,17,Semi Furnished,"['Gym', 'Club House', 'Garden', 'Security']",7.61,4,23536796.19
P75756,Mumbai,Villa,1551,4,4,6,25,2,Semi Furnished,"['Parking', 'Power Backup', 'Wi-Fi', 'Elevator']",6.85,6,48688969.6
P57850,Hyderabad,Apartment,3815,1,2,1,18,19,Unfurnished,"['Power Backup', 'Gym', 'Garden']",9.47,3,21133181.03
P100573,Chandigarh,Villa,1086,2,4,4,25,20,Unfurnished,"['Gym', 'Swimming Pool', 'Garden', 'Club House', 'Parking']",1.31,5,49433159.02
P50168,Chennai,Independent House,2324,4,4,20,13,0,Unfurnished,"['Parking', 'Power Backup', 'Wi-Fi', 'Swimming Pool', 'Gym']",2.32,2,23866040.44
P73511,Hyderabad,Studio,3390,5,2,7,26,5,Semi Furnished,"['Security', 'Gym', 'Parking', 'Power Backup']",5.23,3,46402712.24
P50342,Hyderabad,Apartment,2808,5,1,8,16,1,Fully Furnished,"['Swimming Pool', 'Elevator', 'Power Backup']",8.64,9,40924625.74
P97657,Pune,Duplex,3566,5,3,18,10,3,Unfurnished,"['Parking', 'Security', 'Gym', 'Elevator', 'Power Backup']",3.77,10,48602080.88
P108300,Ahmedabad,Villa,2160,4,4,18,10,15,Fully Furnished,"['Swimming Pool', 'Garden', 'Parking']",7.87,1,45497889.07
P81768,Hyderabad,Independent House,2147,3,1,14,25,8,Fully Furnished,"['Swimming Pool', 'Club House', 'Gym', 'Power Backup', 'Garden', 'Elevator']",9.84,1,21564517.93
P79637,Delhi,Villa,1894,5,4,15,14,15,Fully Furnished,"['Security', 'Wi-Fi', 'Elevator', 'Garden', 'Swimming Pool', 'Gym']",0.72,2,6599995.32
P84838,Mumbai,Duplex,2277,3,2,6,12,9,Semi Furnished,"['Elevator', 'Club House', 'Wi-Fi', 'Power Backup']",6.5,2,16394699.37
P89083,Chandigarh,Independent House,2519,4,1,7,22,1,Semi Furnished,"['Elevator', 'Gym', 'Parking', 'Club House', 'Security']",8.45,8,24683191.57
P69468,Bangalore,Studio,2918,3,3,17,14,20,Fully Furnished,"['Club House', 'Wi-Fi', 'Garden', 'Security', 'Parking', 'Power Backup']",9.26,6,2157072.51
P21659,Jaipur,Studio,3147,1,2,11,12,2,Unfurnished,"['Swimming Pool', 'Garden', 'Wi-Fi', 'Club House', 'Parking', 'Security']",2.55,7,39508459.47
P44034,Chennai,Apartment,2911,3,2,7,7,14,Unfurnished,"['Power Backup', 'Wi-Fi', 'Elevator']",7.82,4,5671150.55
P95381,Ahmedabad,Studio,2142,1,2,11,28,14,Unfurnished,"['Garden', 'Swimming Pool', 'Parking', 'Power Backup']",6.64,6,28848499.68
P100935,Delhi,Villa,1413,4,4,6,16,0,Fully Furnished,"['Gym', 'Garden', 'Elevator']",4.22,3,16674965.49
P88107,Delhi,Villa,4027,4,4,3,21,6,Unfurnished,"['Garden', 'Swimming Pool', 'Power Backup', 'Elevator', 'Parking', 'Wi-Fi']",0.7,6,46873908.83
P88245,Delhi,Duplex,4171,2,2,11,25,9,Semi Furnished,"['Club House', 'Elevator', 'Power Backup', 'Gym', 'Security']",1.57,9,46088924.59
P57035,Mumbai,Apartment,2095,4,2,1,17,3,Semi Furnished,"['Swimming Pool', 'Club House', 'Security']",8.95,9,28176491.2
P36425,Kolkata,Duplex,2188,1,2,16,23,7,Unfurnished,"['Wi-Fi', 'Club House', 'Power Backup', 'Elevator']",9.77,10,31600932.83
P42339,Jaipur,Villa,4909,1,4,3,26,16,Unfurnished,"['Parking', 'Elevator', 'Gym', 'Garden']",6.97,3,32290899.84
P88778,Kolkata,Duplex,2598,4,2,11,25,10,Unfurnished,"['Gym', 'Power Backup', 'Swimming Pool', 'Elevator', 'Parking']",7.35,6,38625098.05
P93087,Delhi,Villa,1757,4,1,7,13,10,Unfurnished,"['Power Backup', 'Wi-Fi', 'Security', 'Club House']",9.55,7,13273071.29
P83282,Jaipur,Penthouse,3079,3,2,10,27,16,Semi Furnished,"['Gym', 'Garden', 'Club House', 'Parking', 'Swimming Pool']",6.08,10,44878659.75
P60390,Chandigarh,Villa,4379,1,1,11,13,3,Semi Furnished,"['Elevator', 'Swimming Pool', 'Garden', 'Gym']",5.78,10,18998489.33
P26296,Chennai,Independent House,2401,2,1,10,29,19,Fully Furnished,"['Elevator', 'Swimming Pool', 'Security', 'Parking']",1.31,2,34624029.9
P90795,Jaipur,Independent House,4234,2,2,7,12,15,Unfurnished,"['Garden', 'Club House', 'Swimming Pool', 'Elevator']",8.69,5,29955187.62
P15773,Mumbai,Apartment,3918,2,3,7,30,15,Semi Furnished,"['Parking', 'Garden', 'Power Backup', 'Gym', 'Club House', 'Security']",4.02,3,12205017.69
P61391,Bangalore,Duplex,534,3,2,8,26,14,Semi Furnished,"['Wi-Fi', 'Garden', 'Swimming Pool', 'Parking', 'Club House', 'Elevator']",8.77,5,25409148.72
P72092,Delhi,Duplex,3413,5,1,7,30,8,Unfurnished,"['Power Backup', 'Swimming Pool', 'Parking', 'Gym', 'Security', 'Garden']",8.82,8,27553528.18
P24508,Kolkata,Apartment,4091,2,4,7,28,16,Fully Furnished,"['Parking', 'Elevator', 'Wi-Fi', 'Power Backup']",5.23,4,33850010.69
P68335,Ahmedabad,Apartment,3921,1,1,2,11,9,Unfurnished,"['Swimming Pool', 'Wi-Fi', 'Elevator', 'Gym', 'Parking', 'Club House']",9.7,3,23171461.7
P63854,Delhi,Apartment,3248,2,3,4,14,11,Semi Furnished,"['Power Backup', 'Club House', 'Wi-Fi', 'Parking']",0.55,2,2038035.2
P89926,Hyderabad,Penthouse,4380,3,3,8,22,8,Semi Furnished,"['Power Backup', 'Club House', 'Security']",3.36,2,4604059.47
P85307,Bangalore,Apartment,4769,2,2,12,6,20,Fully Furnished,"['Parking', 'Gym', 'Elevator', 'Club House', 'Garden']",4.82,10,40619813.35
P109967,Chennai,Penthouse,1622,4,3,14,7,7,Fully Furnished,"['Parking', 'Wi-Fi', 'Swimming Pool']",5.64,7,34489231.47
P12073,Chandigarh,Studio,1181,1,3,7,22,7,Fully Furnished,"['Elevator', 'Security', 'Swimming Pool', 'Gym', 'Club House']",3.67,4,48104676.59
P29059,Chennai,Penthouse,2007,1,1,2,19,7,Unfurnished,"['Garden', 'Elevator', 'Swimming Pool', 'Power Backup']",4.22,5,21024853.58
P91476,Pune,Villa,3587,2,1,8,8,1,Fully Furnished,"['Club House', 'Wi-Fi', 'Garden']",5.28,7,24474178.72
P109907,Ahmedabad,Apartment,4428,2,4,14,15,19,Unfurnished,"['Parking', 'Wi-Fi', 'Club House']",4.12,2,27834768.21
P99559,Hyderabad,Penthouse,2275,1,3,10,11,17,Unfurnished,"['Swimming Pool', 'Garden', 'Elevator']",4.71,5,45385092.35
P56052,Ahmedabad,Independent House,3751,4,4,3,20,20,Fully Furnished,"['Club House', 'Security', 'Parking', 'Gym']",8.38,8,1100818.45
P77225,Bangalore,Penthouse,4565,5,2,13,19,1,Fully Furnished,"['Garden', 'Security', 'Elevator', 'Wi-Fi', 'Parking', 'Swimming Pool']",8.75,1,27653072.71
P96343,Mumbai,Studio,4726,3,4,15,15,12,Semi Furnished,"['Club House', 'Power Backup', 'Security', 'Wi-Fi', 'Garden']",3.22,8,30306125.3
P11426,Jaipur,Penthouse,3954,2,2,18,26,0,Unfurnished,"['Power Backup', 'Club House', 'Gym', 'Swimming Pool']",3.24,2,46855030.06
P82187,Bangalore,Apartment,632,2,4,2,22,16,Unfurnished,"['Power Backup', 'Garden', 'Swimming Pool']",1.94,8,16289572.4
P65632,Kolkata,Studio,1764,2,1,12,29,8,Fully Furnished,"['Garden', 'Power Backup', 'Security', 'Elevator', 'Parking']",6.08,3,12832081.87
P32975,Jaipur,Villa,2251,3,2,19,9,19,Fully Furnished,"['Club House', 'Gym', 'Security', 'Garden', 'Swimming Pool', 'Wi-Fi']",5.73,7,3126938.58
P54520,Hyderabad,Duplex,2581,4,3,7,23,10,Fully Furnished,"['Swimming Pool', 'Power Backup', 'Gym', 'Wi-Fi']",3.26,7,13209612.71
P63429,Hyderabad,Apartment,708,3,2,19,18,14,Semi Furnished,"['Garden', 'Wi-Fi', 'Power Backup']",6.96,6,46587972.56
P84042,Bangalore,Independent House,3034,5,2,11,5,11,Fully Furnished,"['Garden', 'Power Backup', 'Wi-Fi', 'Gym']",9.68,8,39429992.95
P67527,Pune,Villa,3968,4,2,17,21,18,Semi Furnished,"['Wi-Fi', 'Gym', 'Power Backup', 'Garden', 'Security', 'Club House']",3.59,6,43548964.22
P88700,Mumbai,Villa,2978,4,1,12,6,9,Fully Furnished,"['Power Backup', 'Parking', 'Gym', 'Wi-Fi', 'Security', 'Swimming Pool']",8.02,6,7920656
P16646,Kolkata,Independent House,2942,3,3,9,6,3,Unfurnished,"['Elevator', 'Wi-Fi', 'Power Backup', 'Swimming Pool', 'Security']",3.53,7,16974195.66
P65925,Jaipur,Duplex,3217,4,4,15,5,12,Unfurnished,"['Swimming Pool', 'Elevator', 'Security', 'Parking']",4.97,9,9746545.38
P26306,Mumbai,Independent House,4267,2,3,2,16,10,Fully Furnished,"['Wi-Fi', 'Garden', 'Gym', 'Swimming Pool', 'Power Backup']",10,9,48160590.26
P72896,Ahmedabad,Villa,4528,3,4,20,20,16,Unfurnished,"['Gym', 'Power Backup', 'Club House', 'Wi-Fi']",1.64,8,43399453.85
P99650,Delhi,Duplex,4230,1,2,7,24,12,Semi Furnished,"['Elevator', 'Swimming Pool', 'Parking', 'Garden', 'Club House', 'Gym']",3.4,6,48611807.47
P102851,Bangalore,Duplex,3205,1,1,18,26,20,Fully Furnished,"['Parking', 'Elevator', 'Security']",6.02,7,24417033.95
P98139,Mumbai,Penthouse,773,5,4,2,25,8,Fully Furnished,"['Elevator', 'Gym', 'Wi-Fi', 'Swimming Pool']",1.29,2,46385743.29
P57627,Pune,Studio,1497,3,1,16,11,3,Unfurnished,"['Gym', 'Wi-Fi', 'Parking', 'Swimming Pool']",5.12,1,13727114.02
P52190,Hyderabad,Studio,3704,2,1,6,7,8,Fully Furnished,"['Security', 'Wi-Fi', 'Elevator', 'Parking', 'Garden']",1.03,4,3016148.17
P38687,Delhi,Penthouse,850,3,3,5,11,13,Semi Furnished,"['Elevator', 'Club House', 'Gym', 'Wi-Fi']",7.16,7,42451790.28
P97226,Kolkata,Apartment,2223,2,2,12,19,5,Fully Furnished,"['Swimming Pool', 'Elevator', 'Wi-Fi', 'Parking', 'Security', 'Club House']",2.92,7,27851716.53
P44133,Kolkata,Duplex,4555,1,4,14,16,10,Semi Furnished,"['Parking', 'Club House', 'Power Backup', 'Security', 'Swimming Pool']",7.18,6,35840386.34
P72906,Delhi,Studio,2669,1,2,2,26,17,Semi Furnished,"['Elevator', 'Parking', 'Garden', 'Club House', 'Gym']",6.36,9,568177.92
P106332,Mumbai,Penthouse,2352,4,3,11,26,0,Semi Furnished,"['Garden', 'Club House', 'Security']",2.99,7,32684247.27
P73995,Mumbai,Studio,3236,1,2,18,15,17,Fully Furnished,"['Wi-Fi', 'Gym', 'Garden', 'Parking', 'Swimming Pool']",4.23,4,14484585.48
P40726,Hyderabad,Duplex,2391,2,3,1,6,0,Fully Furnished,"['Security', 'Parking', 'Wi-Fi']",9.86,2,34589542.25
P13793,Ahmedabad,Apartment,1968,5,3,11,14,13,Unfurnished,"['Club House', 'Garden', 'Swimming Pool', 'Security']",2.87,9,19225312.77
P63555,Hyderabad,Independent House,1844,4,4,4,5,13,Unfurnished,"['Elevator', 'Club House', 'Garden', 'Gym', 'Parking']",4.25,4,5526026.34
P74497,Bangalore,Apartment,1979,5,2,10,8,10,Fully Furnished,"['Gym', 'Wi-Fi', 'Club House', 'Power Backup', 'Security', 'Swimming Pool']",9.22,8,20339975.32
P35390,Chennai,Independent House,2209,5,4,17,23,17,Fully Furnished,"['Parking', 'Garden', 'Power Backup', 'Wi-Fi', 'Club House', 'Elevator']",4.02,8,36194438.44
P65355,Chennai,Apartment,501,2,3,4,13,14,Fully Furnished,"['Elevator', 'Gym', 'Parking', 'Swimming Pool', 'Security', 'Garden']",1.88,1,35652605.12
P102757,Kolkata,Penthouse,1929,3,1,14,12,6,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Security', 'Swimming Pool']",4.71,1,40586468.96
P93338,Chennai,Apartment,4249,3,2,10,24,4,Semi Furnished,"['Security', 'Elevator', 'Gym']",6.67,10,46577934.56
P74382,Mumbai,Villa,3010,3,4,13,30,13,Unfurnished,"['Power Backup', 'Gym', 'Garden']",2.6,9,37580666.24
P20521,Chennai,Villa,1824,4,2,7,10,13,Fully Furnished,"['Swimming Pool', 'Gym', 'Security']",9.57,9,38684708.22
P95097,Kolkata,Villa,1059,2,2,3,7,13,Fully Furnished,"['Wi-Fi', 'Parking', 'Swimming Pool', 'Garden', 'Gym', 'Power Backup']",7.99,1,32973070.97
P43218,Pune,Villa,1647,1,4,3,19,16,Semi Furnished,"['Club House', 'Security', 'Parking', 'Swimming Pool']",0.97,1,46764907.83
P78510,Chennai,Penthouse,3998,1,1,18,11,2,Unfurnished,"['Garden', 'Wi-Fi', 'Gym']",8.56,1,44797491.2
P25450,Bangalore,Penthouse,945,5,3,2,27,14,Semi Furnished,"['Club House', 'Power Backup', 'Gym', 'Swimming Pool', 'Elevator']",7.05,4,9765311.81
P109828,Pune,Penthouse,3737,5,3,9,30,5,Fully Furnished,"['Gym', 'Power Backup', 'Garden', 'Club House']",3.77,10,909465.54
P61295,Ahmedabad,Penthouse,3449,2,3,12,8,12,Fully Furnished,"['Power Backup', 'Wi-Fi', 'Swimming Pool', 'Security', 'Parking', 'Club House']",9.06,7,3200879.93
P25758,Chandigarh,Studio,1766,3,2,18,15,18,Semi Furnished,"['Club House', 'Security', 'Gym']",5.47,9,37055938.73
P102192,Ahmedabad,Apartment,677,4,3,20,14,13,Semi Furnished,"['Club House', 'Parking', 'Elevator']",8.07,6,24140177.94
P11550,Pune,Studio,2990,1,2,19,16,0,Fully Furnished,"['Wi-Fi', 'Swimming Pool', 'Power Backup', 'Club House']",0.55,2,42569834.59
P16244,Hyderabad,Duplex,4036,5,1,5,13,18,Semi Furnished,"['Garden', 'Parking', 'Power Backup', 'Club House', 'Security', 'Elevator']",9.53,4,15697275.16
P14363,Chandigarh,Penthouse,2062,2,3,17,27,15,Fully Furnished,"['Swimming Pool', 'Club House', 'Gym', 'Elevator', 'Security', 'Parking']",3.49,4,25576137.97
P66684,Chennai,Duplex,801,1,2,5,16,1,Fully Furnished,"['Swimming Pool', 'Club House', 'Garden']",0.71,7,36547767.44
P14558,Mumbai,Studio,664,1,1,11,12,15,Unfurnished,"['Swimming Pool', 'Security', 'Garden']",3.08,9,18529285.87
